Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Value,CLTV,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
16,Offer D,Yes,27.27,No,Fiber Optic,76,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,0.0,0,436.32,1959.02,4,0,3337,Female,57,No,No,Yes,Yes,3
52,Offer B,Yes,23.12,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,1334.5,0.0,0,1202.24,2536.74,3,0,5662,Male,26,Yes,No,No,Yes,1
13,Offer D,Yes,40.2,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.85,252.0,0.0,0,522.6,774.6,4,0,2928,Male,35,No,No,Yes,Yes,3
35,Offer C,Yes,35.5,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.75,700.45,0.0,0,1242.5,1942.95,4,0,4261,Female,34,No,No,No,No,0
59,Offer B,Yes,30.44,No,Fiber Optic,30,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,95.8,5655.45,0.0,0,1795.96,7451.41,3,0,5470,Female,36,No,No,No,No,0
72,Offer B,Yes,33.22,No,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,6747.35,0.0,0,2391.84,9139.19,3,0,5943,Male,39,No,No,Yes,No,0
49,Offer B,Yes,40.67,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,106.65,5174.35,0.0,0,1992.83,7167.18,4,0,5948,Female,35,No,No,Yes,No,0
2,Offer E,Yes,5.47,No,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,105.6,0.0,0,10.94,116.54,3,0,2245,Female,43,No,No,No,No,0
1,Offer E,Yes,17.07,Yes,DSL,3,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.15,61.15,0.0,0,17.07,78.22,4,0,4592,Male,47,No,No,No,No,0
6,Offer E,Yes,29.52,No,Fiber Optic,28,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,494.95,0.0,0,177.12,672.0699999999999,3,0,4093,Male,55,No,No,No,No,0
49,Offer B,Yes,4.76,Yes,Fiber Optic,58,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.2,5290.45,0.0,0,233.24,5523.69,3,0,6005,Male,35,No,No,No,Yes,3
56,Offer B,Yes,18.99,No,Cable,53,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,61.3,3346.8,0.0,0,1063.44,4410.24,3,0,4173,Female,59,No,No,Yes,Yes,3
6,Offer E,No,0.0,No,Cable,10,No,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,40.55,217.5,0.0,50,0.0,267.5,5,0,2866,Female,61,No,No,Yes,Yes,2
32,Offer C,Yes,41.52,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,607.7,0.0,0,1328.64,1936.34,4,0,4636,Male,55,No,No,No,No,0
50,Offer B,Yes,41.58,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.25,5431.4,0.0,0,2079.0,7510.4,4,0,4972,Male,34,No,No,Yes,Yes,1
58,Offer B,Yes,33.82,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,6004.85,0.0,0,1961.56,7966.41,5,0,5870,Male,33,No,No,Yes,Yes,2
65,Offer B,Yes,28.46,Yes,Cable,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.45,5957.9,0.0,0,1849.9,7807.799999999999,3,0,5509,Female,43,No,No,Yes,Yes,1
64,Offer B,Yes,8.52,Yes,DSL,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,86.4,5442.05,0.0,0,545.28,5987.33,3,0,6474,Female,21,Yes,No,No,No,0
66,Offer A,Yes,44.4,Yes,DSL,11,Yes,Yes,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,66.9,4370.25,0.0,70,2930.4,7370.65,4,0,5546,Female,49,No,No,Yes,No,0
38,Offer C,Yes,42.08,Yes,Fiber Optic,15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.7,4428.6,0.0,0,1599.04,6027.64,3,0,5461,Male,59,No,No,Yes,No,0
20,Offer D,Yes,19.15,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.0,416.45,0.0,0,383.0,799.45,5,0,3585,Female,21,Yes,No,Yes,No,0
60,Offer B,Yes,38.88,No,DSL,2,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.15,4224.7,0.0,0,2332.8,6557.5,3,0,4260,Female,49,No,No,No,No,0
50,Offer B,Yes,49.18,Yes,DSL,76,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.05,4042.2,0.0,0,2459.0,6501.2,3,0,5823,Female,50,No,No,Yes,Yes,3
72,Offer A,No,0.0,No,DSL,15,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.2,3580.95,0.0,0,0.0,3580.95,3,0,4700,Female,57,No,No,Yes,No,0
60,Offer B,Yes,31.29,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.5,1198.8,0.0,0,1877.4,3076.2,5,0,5848,Male,28,Yes,No,Yes,No,0
46,Offer B,No,0.0,No,DSL,2,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,38.25,1755.35,0.0,0,0.0,1755.35,3,0,2653,Male,40,No,No,No,No,0
69,Offer A,No,0.0,No,Cable,56,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,54.95,3772.5,0.0,0,0.0,3772.5,4,0,4175,Female,60,No,No,Yes,Yes,3
19,Offer D,Yes,32.47,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,357.7,0.0,0,616.93,974.63,5,0,5964,Male,49,No,No,Yes,Yes,3
71,Offer A,Yes,20.49,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1397.3,0.0,0,1454.79,2852.09,3,0,6015,Female,28,Yes,No,Yes,Yes,2
12,Offer D,Yes,39.0,No,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,959.9,0.0,0,468.0,1427.9,4,0,2499,Male,62,No,No,Yes,No,0
44,Offer B,Yes,49.57,Yes,Cable,21,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,85.25,3704.15,0.0,100,2181.08,5985.23,5,0,2292,Male,54,No,No,No,No,0
56,Offer B,Yes,25.9,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,81.25,4620.4,0.0,0,1450.4,6070.799999999999,4,0,5907,Female,51,No,No,Yes,Yes,2
72,Offer A,Yes,24.32,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.5,8312.75,0.0,0,1751.04,10063.79,3,0,4697,Female,26,Yes,No,Yes,No,0
11,Offer D,Yes,10.06,Yes,Fiber Optic,48,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,929.3,0.0,0,110.66,1039.96,3,0,3885,Female,28,Yes,No,No,No,0
72,Offer A,Yes,23.43,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.8,1521.2,0.0,0,1686.96,3208.16,5,0,4626,Male,31,No,No,No,No,0
56,Offer B,Yes,35.55,Yes,DSL,17,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,59.5,3389.25,0.0,0,1990.8,5380.049999999999,5,0,5477,Male,34,No,No,Yes,No,0
34,Offer C,Yes,35.29,Yes,Fiber Optic,47,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.45,3414.65,0.0,0,1199.86,4614.51,5,0,3744,Female,20,Yes,No,Yes,No,0
35,Offer C,Yes,42.02,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.6,754.0,0.0,0,1470.7,2224.7,4,0,2858,Male,22,Yes,No,No,No,0
22,Offer D,Yes,23.03,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,467.15,0.0,0,506.66,973.81,4,0,2768,Male,24,Yes,No,No,No,0
9,Offer E,No,0.0,No,Cable,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,39.55,373.0,0.0,0,0.0,373.0,3,0,3755,Male,34,No,No,No,No,0
23,Offer D,Yes,46.17,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,481.1,0.0,0,1061.91,1543.01,5,0,3434,Male,56,No,No,No,No,0
68,Offer A,Yes,22.83,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.25,1728.2,0.0,0,1552.44,3280.64,3,0,4571,Male,47,No,No,Yes,No,0
33,Offer C,Yes,26.8,No,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,91.25,2964.05,0.0,130,884.4,3978.45,5,0,3296,Male,55,No,No,Yes,No,0
31,Offer B,Yes,41.23,No,DSL,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.45,2156.25,0.0,0,1278.13,3434.38,4,0,3175,Male,48,No,No,No,No,0
56,Offer B,Yes,32.88,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1051.9,0.0,0,1841.28,2893.18,4,0,4831,Female,42,No,No,No,No,0
66,Offer A,Yes,29.5,No,DSL,76,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,75.1,5013.0,0.0,0,1947.0,6960.0,4,0,6123,Male,59,No,No,Yes,Yes,3
72,Offer A,Yes,19.04,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.0,1738.9,0.0,0,1370.88,3109.78,4,0,4275,Male,22,Yes,No,Yes,Yes,2
58,Offer B,Yes,40.74,No,Fiber Optic,17,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,5511.65,0.0,0,2362.92,7874.57,3,0,6423,Female,49,No,No,Yes,Yes,2
37,Offer B,No,0.0,No,DSL,25,No,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,35.8,1316.9,0.0,100,0.0,1416.9,3,0,5658,Male,51,No,No,No,No,0
71,Offer A,Yes,28.4,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.15,7993.3,0.0,0,2016.4,10009.7,3,0,4955,Female,25,Yes,No,No,No,0
1,Offer B,Yes,47.46,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.85,19.85,0.0,0,47.46,67.31,3,0,2618,Male,55,No,No,Yes,Yes,1
35,Offer B,Yes,24.23,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,666.0,0.0,0,848.0500000000001,1514.05,3,0,2334,Male,63,No,No,Yes,Yes,2
6,Offer B,Yes,44.13,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,94.45,0.0,0,264.78,359.23,3,0,4122,Female,62,No,No,Yes,Yes,3
69,Offer A,Yes,14.48,No,DSL,19,No,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.1,4134.7,0.0,0,999.12,5133.82,4,0,5846,Female,47,No,No,Yes,Yes,1
53,Offer B,Yes,42.18,Yes,Fiber Optic,53,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,91.15,4862.5,0.0,150,2235.54,7248.04,5,0,6439,Female,21,Yes,No,Yes,No,0
5,Offer B,Yes,18.65,No,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,351.5,0.0,0,93.25,444.75,3,0,5536,Female,58,No,No,Yes,No,0
2,Offer B,Yes,18.61,No,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.55,106.2,0.0,0,37.22,143.42,3,0,4057,Female,21,Yes,No,No,Yes,1
62,Offer B,Yes,17.56,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.4,1413.0,0.0,0,1088.72,2501.72,3,0,4889,Male,62,No,No,No,Yes,1
19,Offer D,Yes,10.68,No,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,1743.05,0.0,0,202.92,1945.97,5,0,3249,Female,58,No,No,Yes,No,0
9,Offer B,Yes,48.25,No,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.05,657.5,0.0,0,434.25,1091.75,3,0,3522,Male,42,No,No,No,No,0
53,Offer B,Yes,24.17,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,1050.5,0.0,0,1281.01,2331.51,5,0,5625,Male,29,Yes,No,No,No,0
5,Offer B,Yes,32.91,No,Fiber Optic,24,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,78.75,426.35,0.0,10,164.55,600.9,5,0,2610,Male,32,No,No,No,No,0
1,Offer B,Yes,10.2,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,19.55,0.0,0,10.2,29.75,5,0,5607,Female,44,No,No,No,No,0
72,Offer A,Yes,10.87,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.65,7634.8,0.0,0,782.64,8417.44,5,0,6088,Male,64,No,No,No,No,0
4,Offer B,Yes,6.77,No,Cable,3,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.7,235.05,0.0,0,27.08,262.13,4,0,3475,Female,36,No,No,Yes,No,0
59,Offer B,Yes,49.48,Yes,Cable,9,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,54.15,3116.15,0.0,0,2919.32,6035.469999999999,3,0,4293,Male,35,No,No,No,No,0
3,Offer B,Yes,31.06,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,49.65,0.0,0,93.18,142.83,3,0,3985,Male,51,No,No,Yes,No,0
49,Offer B,Yes,33.93,No,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.25,4920.8,0.0,0,1662.57,6583.37,3,0,4995,Male,23,Yes,No,Yes,No,0
2,Offer B,Yes,44.34,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,46.35,0.0,0,88.68,135.03,3,0,5863,Male,42,No,No,No,No,0
55,Offer B,Yes,24.93,No,Fiber Optic,17,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.75,5276.1,0.0,0,1371.15,6647.25,4,0,6021,Female,59,No,No,Yes,No,0
72,Offer A,Yes,5.81,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,8289.2,0.0,0,418.32,8707.52,4,0,6254,Male,56,No,No,Yes,Yes,1
10,Offer D,Yes,19.05,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.8,196.75,0.0,0,190.5,387.25,3,0,3196,Female,46,No,No,Yes,Yes,1
72,Offer A,Yes,9.72,Yes,Cable,15,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.85,5824.75,0.0,10,699.84,6534.59,4,0,6317,Female,40,No,No,Yes,Yes,2
28,Offer B,Yes,25.59,No,Cable,7,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.65,1517.5,0.0,0,716.52,2234.02,5,0,3185,Female,55,No,No,No,No,0
38,Offer B,Yes,12.71,Yes,Fiber Optic,9,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.7,3479.05,0.0,0,482.98,3962.03,3,0,3676,Male,36,No,No,Yes,No,0
61,Offer B,Yes,38.78,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.6,7365.7,0.0,0,2365.58,9731.28,3,0,5536,Female,25,Yes,No,No,No,0
52,Offer B,Yes,29.55,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.55,1331.05,0.0,0,1536.6,2867.65,3,0,5535,Male,34,No,No,Yes,Yes,1
67,Offer A,Yes,9.05,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.45,1195.95,0.0,0,606.35,1802.3,4,0,5343,Male,45,No,No,No,No,0
34,Offer B,Yes,27.47,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.15,3946.9,0.0,0,933.98,4880.88,4,0,5104,Female,26,Yes,No,No,Yes,3
54,Offer B,Yes,36.68,No,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.6,4299.95,0.0,140,1980.72,6420.67,4,0,4231,Female,46,No,No,No,No,0
1,Offer B,Yes,6.64,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,20.3,0.0,0,6.64,26.94,5,0,4215,Female,60,No,No,Yes,No,0
46,Offer B,Yes,17.51,No,Fiber Optic,85,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4391.25,0.0,0,805.46,5196.71,5,0,2405,Female,26,Yes,No,No,Yes,2
55,Offer B,Yes,33.5,Yes,DSL,51,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,75.0,4213.9,0.0,0,1842.5,6056.4,3,0,5011,Female,27,Yes,No,Yes,Yes,2
1,Offer B,Yes,1.5,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,19.9,0.0,0,1.5,21.4,5,0,5057,Female,21,Yes,No,No,No,0
58,Offer B,Yes,31.27,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,4916.4,0.0,0,1813.66,6730.059999999999,4,0,5724,Female,29,Yes,No,Yes,No,0
56,Offer B,No,0.0,No,DSL,30,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.05,2959.8,0.0,40,0.0,2999.8,4,0,6445,Male,20,Yes,No,Yes,No,0
72,Offer A,Yes,6.95,No,Fiber Optic,57,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7559.55,0.0,0,500.4,8059.95,4,0,5169,Male,43,No,No,Yes,Yes,3
22,Offer D,Yes,11.46,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.05,1799.3,0.0,0,252.12,2051.42,4,0,5357,Male,35,No,No,No,No,0
39,Offer B,No,0.0,No,DSL,8,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,41.1,1597.05,0.0,0,0.0,1597.05,3,0,3618,Female,35,No,No,No,No,0
12,Offer B,Yes,36.11,No,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.0,524.35,0.0,0,433.32,957.67,3,0,4998,Female,47,No,No,No,No,0
54,Offer B,Yes,14.18,No,DSL,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.55,4191.45,0.0,0,765.72,4957.17,4,0,4544,Male,48,No,No,Yes,No,0
18,Offer B,No,0.0,No,DSL,48,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,40.2,711.95,0.0,90,0.0,801.95,4,0,4624,Female,28,Yes,No,No,No,0
32,Offer B,Yes,44.45,No,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.5,2201.75,0.0,0,1422.4,3624.15,4,0,5870,Male,47,No,No,Yes,No,0
41,Offer B,Yes,37.46,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,806.95,0.0,0,1535.86,2342.81,3,0,5678,Female,40,No,No,No,No,0
67,Offer B,Yes,14.41,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.65,1620.45,0.0,0,965.47,2585.92,5,0,4444,Male,60,No,No,Yes,Yes,2
65,Offer B,Yes,41.2,Yes,Fiber Optic,10,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,6812.95,0.0,0,2678.0,9490.95,3,0,5089,Male,48,No,No,Yes,No,0
25,Offer B,Yes,28.05,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.35,1837.9,0.0,0,701.25,2539.15,4,0,4855,Female,19,Yes,No,No,No,0
67,Offer B,Yes,17.72,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.7,7344.45,0.0,0,1187.24,8531.69,4,0,4017,Female,50,No,No,Yes,No,0
24,Offer B,Yes,35.56,No,Fiber Optic,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,2283.15,0.0,0,853.44,3136.59,3,0,3667,Female,37,No,No,No,No,0
69,Offer B,Yes,23.55,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,1376.5,0.0,0,1624.95,3001.45,3,0,5463,Male,29,Yes,No,Yes,Yes,1
37,Offer B,Yes,10.23,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.3,755.4,0.0,0,378.51,1133.91,3,0,4186,Female,28,Yes,No,No,Yes,3
20,Offer B,No,0.0,No,Cable,22,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39.4,825.4,0.0,0,0.0,825.4,3,0,3899,Male,33,No,No,Yes,Yes,1
7,Offer B,Yes,21.12,No,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.15,488.65,0.0,0,147.84,636.49,3,0,4320,Male,54,No,No,No,No,0
41,Offer B,No,0.0,No,Cable,8,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,51.35,2075.1,0.0,80,0.0,2155.1,5,0,5622,Male,50,No,No,No,No,0
54,Offer B,Yes,34.27,No,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,5299.65,0.0,0,1850.58,7150.23,4,0,4478,Female,36,No,No,No,No,0
53,Offer B,Yes,33.88,No,Fiber Optic,6,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.45,5042.75,0.0,0,1795.64,6838.39,4,0,5452,Female,59,No,No,No,No,0
18,Offer B,No,0.0,No,DSL,59,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,46.4,812.4,0.0,0,0.0,812.4,5,0,4003,Male,25,Yes,No,Yes,Yes,2
64,Offer B,Yes,4.76,No,Fiber Optic,8,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.05,6605.55,0.0,0,304.64,6910.190000000001,4,0,4337,Male,61,No,No,Yes,No,0
20,Offer B,No,0.0,No,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.9,505.95,0.0,0,0.0,505.95,5,0,5942,Female,41,No,No,No,No,0
57,Offer B,Yes,14.55,No,DSL,58,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,59.6,3509.4,0.0,70,829.35,4408.75,3,0,4778,Male,37,No,No,Yes,Yes,3
13,Offer B,No,0.0,No,DSL,57,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.55,590.35,0.0,0,0.0,590.35,3,0,2898,Male,58,No,No,Yes,Yes,3
57,Offer B,Yes,29.64,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1123.15,0.0,0,1689.48,2812.63,3,0,4937,Male,60,No,No,Yes,Yes,2
71,Offer B,Yes,27.16,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.15,7953.25,0.0,0,1928.36,9881.61,3,0,4068,Male,50,No,No,Yes,No,0
7,Offer E,Yes,9.1,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,349.8,0.0,0,63.7,413.5,4,0,4785,Female,56,No,No,Yes,Yes,2
16,Offer B,Yes,42.73,Yes,DSL,23,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,63.05,1067.05,0.0,10,683.68,1760.73,3,0,3214,Female,56,No,No,No,No,0
34,Offer B,Yes,33.55,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,3527.3,0.0,0,1140.7,4668.0,5,0,5891,Male,21,Yes,No,Yes,No,0
16,Offer B,Yes,34.18,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1248.9,0.0,0,546.88,1795.78,4,0,5183,Male,58,No,No,No,No,0
48,Offer B,Yes,26.24,Yes,Cable,53,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.4,3035.35,0.0,0,1259.52,4294.87,4,0,2545,Male,39,No,No,No,Yes,3
58,Offer B,Yes,35.35,No,DSL,29,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.2,4300.8,0.0,0,2050.3,6351.1,4,0,4559,Male,54,No,No,Yes,Yes,2
72,Offer B,Yes,1.34,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.9,6065.3,0.0,0,96.48,6161.78,4,0,4447,Female,36,No,No,Yes,No,0
7,Offer B,Yes,7.32,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,144.95,0.0,0,51.24,196.19,5,0,4764,Female,51,No,No,No,No,0
30,Offer B,Yes,4.22,No,DSL,13,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,74.65,2308.6,0.0,50,126.6,2485.2,3,0,5616,Female,52,No,No,No,No,0
